"","study","variable","subsample","percentage","n","comment","value","mean","sd","median","moment","minimum","maximum","qualitative","size","recruitmentSetting","year","startyear","endyear","geography","descent","samplingMethod","samplingAselect","dependent","datatype","specifiesSubsample","frequency","depVarValue","depVarName"
"296","May2008a.r","Percent drinks current a weekend","Case mothers FAS","100",NA,"extracted from Table 4, page 745",1,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,49,NA,NA
"297","May2008a.r","Percent drinks current a weekend","Case mothers pFAS","100",NA,"extracted from Table 4, page 745",1,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,15,NA,NA
"298","May2008a.r","Percent drinks current a weekend","Control mothers","72.7",NA,"extracted from Table 4, page 745",1,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,96.691,0,NA
"299","May2008a.r","Drinking before","Case mothers FAS","18",50,"extracted from Table 4, page 745",1,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,9,NA,NA
"300","May2008a.r","Drinking before","Case mothers FAS","14",50,"extracted from Table 4, page 745",2,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,7,NA,NA
"301","May2008a.r","Drinking before","Case mothers FAS","64",50,"extracted from Table 4, page 745",3,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,32,NA,NA
"302","May2008a.r","Drinking before","Case mothers FAS","4",50,"extracted from Table 4, page 745",4,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,2,NA,NA
"303","May2008a.r","Drinking before","Case mothers FAS","96",50,"extracted from Table 4, page 745",5,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,48,NA,NA
"304","May2008a.r","Drinking before","Case mothers pFAS","20",15,"extracted from Table 4, page 745",1,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,3,NA,NA
"305","May2008a.r","Drinking before","Case mothers pFAS","0",15,"extracted from Table 4, page 745",2,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,0,NA,NA
"306","May2008a.r","Drinking before","Case mothers pFAS","60",15,"extracted from Table 4, page 745",3,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,9,NA,NA
"307","May2008a.r","Drinking before","Case mothers pFAS","20",15,"extracted from Table 4, page 745",4,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,3,NA,NA
"308","May2008a.r","Drinking before","Case mothers pFAS","93.8",16,"extracted from Table 4, page 745",5,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,15.008,NA,NA
"309","May2008a.r","Drinking before","Control mothers","3.7",134,"extracted from Table 4, page 745",1,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,4.958,0,NA
"310","May2008a.r","Drinking before","Control mothers","3.7",134,"extracted from Table 4, page 745",2,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,4.958,0,NA
"311","May2008a.r","Drinking before","Control mothers","17.9",134,"extracted from Table 4, page 745",3,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,23.986,0,NA
"312","May2008a.r","Drinking before","Control mothers","74.6",134,"extracted from Table 4, page 745",4,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,99.964,0,NA
"313","May2008a.r","Drinking before","Control mothers","24.8",134,"extracted from Table 4, page 745",5,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,33.232,0,NA
"314","May2008a.r","Smoking before","Case mothers FAS","42",49,"extracted from Table 4, page 746",1,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,20.58,NA,NA
"315","May2008a.r","Smoking before","Case mothers FAS","10",49,"extracted from Table 4, page 746",2,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,4.9,NA,NA
"316","May2008a.r","Smoking before","Case mothers FAS","34",49,"extracted from Table 4, page 746",3,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,16.66,NA,NA
"317","May2008a.r","Smoking before","Case mothers FAS","14",49,"extracted from Table 4, page 746",4,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,6.86,NA,NA
"318","May2008a.r","Smoking before","Case mothers pFAS","23.1",15,"extracted from Table 4, page 746",1,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,3.465,NA,NA
"319","May2008a.r","Smoking before","Case mothers pFAS","15.4",15,"extracted from Table 4, page 746",2,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,2.31,NA,NA
"320","May2008a.r","Smoking before","Case mothers pFAS","38.5",15,"extracted from Table 4, page 746",3,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,5.775,NA,NA
"321","May2008a.r","Smoking before","Case mothers pFAS","23.1",15,"extracted from Table 4, page 746",4,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,3.465,NA,NA
"322","May2008a.r","Smoking before","Control mothers","15.7",133,"extracted from Table 4, page 746",1,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,20.881,0,NA
"323","May2008a.r","Smoking before","Control mothers","8.2",133,"extracted from Table 4, page 746",2,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,10.906,0,NA
"324","May2008a.r","Smoking before","Control mothers","12.7",133,"extracted from Table 4, page 746",3,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,16.891,0,NA
"325","May2008a.r","Smoking before","Control mothers","63.4",133,"extracted from Table 4, page 746",4,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,84.322,0,NA
"326","May2008a.r","Smoking during","Case mothers FAS","84.3",49,"extracted from Table 4, page 746",1,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,41.307,NA,NA
"327","May2008a.r","Smoking during","Case mothers pFAS","82.4",15,"extracted from Table 4, page 746",1,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,12.36,NA,NA
"328","May2008a.r","Smoking during","Control mothers","35.8",133,"extracted from Table 4, page 746",1,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,47.614,0,NA
"329","May2008a.r","Smoking and drinking during","Case mothers FAS","78.4",49,"extracted from Table 4, page 746",1,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,38.416,NA,NA
"330","May2008a.r","Smoking and drinking during","Case mothers pFAS","81.3",15,"extracted from Table 4, page 746",1,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,12.195,NA,NA
"331","May2008a.r","Smoking and drinking during","Control mothers","17.9",133,"extracted from Table 4, page 746",1,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,23.807,0,NA
"332","May2008a.r","Alcohol consumption: during first trimester","Case mothers FAS","75.5",49,"extracted from Table 4, page 745",1,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,36.995,NA,NA
"333","May2008a.r","Alcohol consumption: during first trimester","Case mothers FAS","6.1",49,"extracted from Table 4, page 745",2,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,2.989,NA,NA
"334","May2008a.r","Alcohol consumption: during first trimester","Case mothers FAS","14.3",49,"extracted from Table 4, page 745",3,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,7.007,NA,NA
"335","May2008a.r","Alcohol consumption: during first trimester","Case mothers FAS","4.1",49,"extracted from Table 4, page 745",4,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,2.009,NA,NA
"336","May2008a.r","Alcohol consumption: during first trimester","Case mothers FAS","0",49,"extracted from Table 4, page 745",5,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,0,NA,NA
"337","May2008a.r","Alcohol consumption: during first trimester","Case mothers pFAS","66.7",15,"extracted from Table 4, page 745",1,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,10.005,NA,NA
"338","May2008a.r","Alcohol consumption: during first trimester","Case mothers pFAS","0",15,"extracted from Table 4, page 745",2,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,0,NA,NA
"339","May2008a.r","Alcohol consumption: during first trimester","Case mothers pFAS","20",15,"extracted from Table 4, page 745",3,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,3,NA,NA
"340","May2008a.r","Alcohol consumption: during first trimester","Case mothers pFAS","6.7",15,"extracted from Table 4, page 745",4,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,1.005,NA,NA
"341","May2008a.r","Alcohol consumption: during first trimester","Case mothers pFAS","6.7",15,"extracted from Table 4, page 745",5,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,1.005,NA,NA
"342","May2008a.r","Alcohol consumption: during first trimester","Control mothers","11.9",134,"extracted from Table 4, page 745",1,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,15.946,0,NA
"343","May2008a.r","Alcohol consumption: during first trimester","Control mothers","6.7",134,"extracted from Table 4, page 745",2,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,8.978,0,NA
"344","May2008a.r","Alcohol consumption: during first trimester","Control mothers","5.2",134,"extracted from Table 4, page 745",3,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,6.968,0,NA
"345","May2008a.r","Alcohol consumption: during first trimester","Control mothers","73.9",134,"extracted from Table 4, page 745",4,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,99.026,0,NA
"346","May2008a.r","Alcohol consumption: during first trimester","Control mothers","2.3",134,"extracted from Table 4, page 745",5,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,3.082,0,NA
"347","May2008a.r","Smoking during first trimester","Case mothers FAS","58",49,"extracted from Table 4, page 746",1,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,28.42,NA,NA
"348","May2008a.r","Smoking during first trimester","Case mothers FAS","10",49,"extracted from Table 4, page 746",2,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,4.9,NA,NA
"349","May2008a.r","Smoking during first trimester","Case mothers FAS","16",49,"extracted from Table 4, page 746",3,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,7.84,NA,NA
"350","May2008a.r","Smoking during first trimester","Case mothers FAS","14",49,"extracted from Table 4, page 746",4,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,6.86,NA,NA
"351","May2008a.r","Smoking during first trimester","Case mothers FAS","2",49,"extracted from Table 4, page 746",5,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,0.98,NA,NA
"352","May2008a.r","Smoking during first trimester","Case mothers pFAS","53.3",15,"extracted from Table 4, page 746",1,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,7.995,NA,NA
"353","May2008a.r","Smoking during first trimester","Case mothers pFAS","0",15,"extracted from Table 4, page 746",2,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,0,NA,NA
"354","May2008a.r","Smoking during first trimester","Case mothers pFAS","26.7",15,"extracted from Table 4, page 746",3,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,4.005,NA,NA
"355","May2008a.r","Smoking during first trimester","Case mothers pFAS","20",15,"extracted from Table 4, page 746",4,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,3,NA,NA
"356","May2008a.r","Smoking during first trimester","Case mothers pFAS","0",15,"extracted from Table 4, page 746",5,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,0,NA,NA
"357","May2008a.r","Smoking during first trimester","Control mothers","24.1",133,"extracted from Table 4, page 746",1,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,32.053,0,NA
"358","May2008a.r","Smoking during first trimester","Control mothers","9",133,"extracted from Table 4, page 746",2,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,11.97,0,NA
"359","May2008a.r","Smoking during first trimester","Control mothers","0.8",133,"extracted from Table 4, page 746",3,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,1.064,0,NA
"360","May2008a.r","Smoking during first trimester","Control mothers","60.9",133,"extracted from Table 4, page 746",4,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,80.997,0,NA
"361","May2008a.r","Smoking during first trimester","Control mothers","3.8",133,"extracted from Table 4, page 746",5,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,5.054,0,NA
"362","May2008a.r","Alcohol consumption: during second trimester","Case mothers FAS","78.4",51,"extracted from Table 4, page 745",1,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,39.984,NA,NA
"363","May2008a.r","Alcohol consumption: during second trimester","Case mothers FAS","5.9",51,"extracted from Table 4, page 745",2,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,3.009,NA,NA
"364","May2008a.r","Alcohol consumption: during second trimester","Case mothers FAS","0",51,"extracted from Table 4, page 745",3,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,0,NA,NA
"365","May2008a.r","Alcohol consumption: during second trimester","Case mothers FAS","5.9",51,"extracted from Table 4, page 745",4,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,3.009,NA,NA
"366","May2008a.r","Alcohol consumption: during second trimester","Case mothers FAS","9.8",51,"extracted from Table 4, page 745",5,NA,NA,NA,NA,NA,NA,NA,49,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,4.998,NA,NA
"367","May2008a.r","Alcohol consumption: during second trimester","Case mothers pFAS","64.3",14,"extracted from Table 4, page 745",1,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,9.002,NA,NA
"368","May2008a.r","Alcohol consumption: during second trimester","Case mothers pFAS","14.3",14,"extracted from Table 4, page 745",2,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,2.002,NA,NA
"369","May2008a.r","Alcohol consumption: during second trimester","Case mothers pFAS","0",14,"extracted from Table 4, page 745",3,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,0,NA,NA
"370","May2008a.r","Alcohol consumption: during second trimester","Case mothers pFAS","7.1",14,"extracted from Table 4, page 745",4,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,0.994,NA,NA
"371","May2008a.r","Alcohol consumption: during second trimester","Case mothers pFAS","14.3",14,"extracted from Table 4, page 745",5,NA,NA,NA,NA,NA,NA,NA,15,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,2.002,NA,NA
"372","May2008a.r","Alcohol consumption: during second trimester","Control mothers","11.2",134,"extracted from Table 4, page 745",1,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,15.008,0,NA
"373","May2008a.r","Alcohol consumption: during second trimester","Control mothers","5.2",134,"extracted from Table 4, page 745",2,NA,NA,NA,NA,NA,NA,NA,133,"school",2002,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,6.968,0,NA
